SCS Length,Count
30,23
31,6974
32,589843
33,16838319
34,201538638
35,1125966869
36,3138258870
37,4660048742
38,4050834471
39,2344881224
40,1039052935
41,395506587
42,138949991
43,46410999
44,14803834
45,4472974
46,1269424
47,334615
48,81323
49,18120
50,3627
51,662
52,103
53,17
54,0
55,0
56,0
57,0
58,0
59,0
60,0
