SCS Length,Count
24,261
25,71109
26,3596408
27,57440159
28,357589456
29,970098958
30,1270518041
31,925854473
32,450111144
33,173438052
34,59451197
35,19010983
36,5692944
37,1578417
38,401282
39,91894
40,18687
41,3191
42,555
43,76
44,8
45,0
46,1
47,0
48,0
