SCS Length,Count
15,6179
16,14522
17,1596024
18,52615782
19,703981858
20,4074841787
21,10350611906
22,11554793461
23,5866165232
24,1498450186
25,226542907
26,24329748
27,2107785
28,149121
29,7659
30,211
