SCS Length,Count
28,22
29,6025
30,438062
31,10483420
32,102901643
33,461203357
34,1014537500
35,1191052358
36,842126562
37,416910238
38,166726413
39,59566790
40,19995633
41,6371593
42,1921815
43,541976
44,140788
45,34047
46,7309
47,1461
48,247
49,34
50,3
51,0
52,0
53,0
54,0
55,0
56,0
