SCS Length,Count
20,1048576
21,100663295
22,3313469956
23,32343069742
24,115491586354
25,173564929450
26,130551807174
27,61586395557
28,22555247517
29,7302267670
30,2173371798
31,590746980
32,144031374
33,30934478
34,5740727
35,899484
36,115486
37,11650
38,865
39,42
40,1
