SCS Length,Count
17,131072
18,9043967
19,201684718
20,1253302936
21,2714087386
22,2493123055
23,1260728706
24,460273735
25,144134990
26,40615816
27,10180950
28,2215497
29,407818
30,61525
31,7286
32,634
33,36
34,1
