SCS Length,Count
18,262144
19,20316159
20,519954711
21,3791559761
22,9784958778
23,10624324160
24,6101716680
25,2406987742
26,792503780
27,235371389
28,63177715
29,15019542
30,3092658
31,538154
32,76731
33,8590
34,707
35,38
36,1
