SCS Length,Count
27,32
28,11284
29,750522
30,16307752
31,143981005
32,573751745
33,1114795266
34,1161385819
35,743180375
36,342729821
37,131127670
38,45562193
39,14926355
40,4630533
41,1347476
42,363570
43,90722
44,20008
45,4249
46,756
47,121
48,21
49,1
50,0
51,0
52,0
53,0
54,0
