SCS Length,Count
23,117
24,32550
25,1494387
26,21293848
27,116596491
28,275172909
29,314213376
30,203978781
31,91464560
32,33570414
33,11143246
34,3448712
35,992439
36,261484
37,62067
38,13484
39,2498
40,388
41,64
42,8
43,1
44,0
45,0
46,0
