SCS Length,Count
26,61
27,20900
28,1272287
29,25112038
30,198405266
31,699278731
32,1195219692
33,1104544906
34,641888184
35,277284615
36,101933689
37,34468952
38,11002707
39,3304376
40,923439
41,237889
42,55366
43,11544
44,2222
45,372
46,57
47,3
48,0
49,0
50,0
51,0
52,0
