SCS Length,Count
25,506
26,154976
27,8590153
28,152862019
29,1075127682
30,3333940393
31,4996083476
32,4096726251
33,2171936746
34,883650717
35,313266019
36,103100876
37,31938683
38,9253235
39,2471397
40,602499
41,132512
42,25807
43,4518
44,644
45,71
46,3
47,1
48,0
49,0
50,0
